32,1667790507.0810389519,1667790507.0810999870,1667790507.0811269283,462171960389361572667927067057355479836635607267802513261803632377656315313026320350328987675007827968112634143462304398799576602048420990318036516936076845185822087194624755246078439081230922445146486317280242467766776583642226741551395449902177887827043146271130699245320500843543868748802194606653440.0000000000
32,1667790517.1406989098,1667790517.1408150196,1667790517.1409070492,3568794652138609595339915752586915835245528725671497514312686389136715540472383465919619138108964398160130449927020669839136063387658244136344423213990749213218527576461512631082350581698172072623559463240012804165925237547626644601790399589364466576324892541281036344948228308120548235341046178218246144.0000000000
32,1667790524.9888370037,1667790524.9889550209,1667790524.9890260696,1050246182312090684856362859545473963679911931635517016620730321349851321151506136104951319839873126623801585301634216485118119668579329102784910220126102273967970320854984761728410429767199058806622054623716270733339643780294900116892243456118674748131472032319033779830449202402016894060064754253168640.0000000000
32,1667790532.2623178959,1667790532.2624330521,1667790532.2625060081,4147409300153913169545658866366121971078673927202038622411704982908127046944360774767101337109924824219784483126029984286720115270900233284104157975124366349015220357173621487219286893536473910482463490711106415395295377245616007755705997713702625704331980131707840283216005051840649150658303504964124672.0000000000
32,1667790539.1559569836,1667790539.1560730934,1667790539.1561460495,5379644198705022633131963645710727630723335004535598389659614951125021921838386525090443057204562768606084739012809079869538003540767432395073963484945958397471140167949408866029429039118042639256055401066213180050435489565408170027933660385904260884347074074283441262860344413466789988833944108219236352.0000000000
32,1667790546.5991969109,1667790546.5993208885,1667790546.5993940830,4972470927879438636468662936014249238840751344199291683960305570322917528395143233679251880129812839156698567502395117850867744808115662254057853838222301894503097100040887819118251634491089494096085900253221379555693539407563803364067128372481111868342086510649764417412649667885978233610688952361025536.0000000000
32,1667790553.7683188915,1667790553.7684340477,1667790553.7685229778,3665230426807826857707539604883450191217719592593254365662522821431950791551046350727532837942457802503406122126855555580400072034865242327637712340846352069184643039913530773771839967004555712266710134485195072704153594163958205127442999276754159764326073806352170334659524432073898387893922399342559232.0000000000
32,1667790560.4220499992,1667790560.4221670628,1667790560.4222419262,443420559759235993874222429110807132842042938699683125499335437209138349825508537193234657151828554901364586771272187726887130476202615786455452520047487400970188524856732338612011058604989659181200522464050356918666818352688867750452278844020848656826813455840632423468124032297059116863520707165814784.0000000000
32,1667792342.7949280739,1667792342.7949819565,1667792342.7949819565,1667792342.7949979305
32,1667792375.8424360752,1667792375.8424699306,1667792375.8424699306,1667792375.8424849510
32,1667792382.3696889877,1667792382.3697650433,1667792382.3697659969,1667792382.3698151112
32,1667792389.2820699215,1667792389.2821929455,1667792389.2821929455,1667792389.2822630405
32,1667792396.2647910118,1667792396.2648661137,1667792396.2648661137,1667792396.2649059296
32,1667792403.1377329826,1667792403.1378090382,1667792403.1378099918,1667792403.1378509998
32,1667792409.3237049580,1667792409.3237850666,1667792409.3237860203,1667792409.3238270283
32,1667792415.5499958992,1667792415.5501160622,1667792415.5501170158,1667792415.5502068996
32,1667792421.4566559792,1667792421.4567809105,1667792421.4567821026,1667792421.4568579197
32,1667792427.2954580784,1667792427.2955849171,1667792427.2955861092,1667792427.2956559658
32,1667792433.3287639618,1667792433.3288869858,1667792433.3288879395,1667792433.3289659023
32,1667792440.2983140945,1667792440.2984359264,1667792440.2984371185,1667792440.2985270023
32,1667792446.3197829723,1667792446.3199028969,1667792446.3199040890,1667792446.3199939728
32,1667792452.3212120533,1667792452.3212850094,1667792452.3212859631,1667792452.3213291168
32,1667792459.2339529991,1667792459.2340750694,1667792459.2340769768,1667792459.2341508865
32,1667792466.3103809357,1667792466.3105070591,1667792466.3105080128,1667792466.3105831146
32,1667792473.2050080299,1667792473.2051320076,1667792473.2051329613,1667792473.2052249908
32,1667792479.2779309750,1667792479.2780539989,1667792479.2780549526,1667792479.2781469822
32,1667792486.5811100006,1667792486.5812320709,1667792486.5812330246,1667792486.5812630653
32,1667792662.3632140160,1667792662.3632740974,1667792662.3632750511,1667792662.3632979393
32,1667792727.9715240002,1667792727.9715850353,1667792727.9715859890,1667792727.9716100693
32,1667792730.0950479507,1667792730.0951299667,1667792730.0951309204,1667792730.0951600075
32,1667792783.0117769241,1667792783.0118360519,1667792783.0118360519,1667792783.0118749142
32,1667792786.1380538940,1667792786.1381061077,1667792786.1381070614,1667792786.1381299496
32,1667792810.0693440437,1667792810.0694260597,1667792810.0694270134,1667792810.0694510937
32,1667792971.7572960854,1667792971.7573559284,1667792971.7573568821,1667792971.7573819160
32,1667793051.9501938820,1667793051.9502439499,1667793051.9502449036,1667793051.9502680302
32,1667793060.0252070427,1667793060.0252840519,1667793060.0252840519,1667793060.0252990723
32,1667793092.2320230007,1667793092.2320818901,1667793092.2320830822,1667793092.2321109772
32,1667793099.5068531036,1667793099.5069839954,1667793099.5069849491,1667793099.5070099831
32,1667793196.8730719090,1667793196.8731279373,1667793196.8731288910,1667793196.8731570244
32,1667793256.3421990871,1667793256.3422319889,1667793256.3422329426,1667793256.3422470093
32,1667793263.5362420082,1667793263.5363600254,1667793263.5363609791,1667793263.5363900661
32,1667793335.1799728870,1667793335.1800079346,1667793335.1800079346,1667793335.1800210476
32,1667793395.0832719803,1667793395.0833930969,1667793395.0833940506,1667793395.0834228992
32,1667793531.1176118851,1667793531.1176741123,1667793531.1176741123,1667793531.1176989079
32,1667793541.1284079552,1667793541.1284959316,1667793541.1284959316,1667793541.1285200119
32,1667793775.6620879173,1667793775.6621460915,1667793775.6621460915,1667793775.6621699333
32,1667794472.4506680965,1667794472.4507279396,1667794472.4507288933,1667794472.4507570267
32,1667794563.0414309502,1667794563.0414841175,1667794563.0414841175,1667794563.0415050983
32,1667794572.4904439449,1667794572.4904999733,1667794572.4904999733,1667794572.4905230999
